"UID","PropertyName","Lon","Lat","AgencyID","Name","Value","Address","Violations2010","REACNumber","Borough","CD","CityCouncilDistrict","CensusTract","BuildingCount","UnitCount","YearBuilt","Owner","Rental.Coop","OwnerProfitStatus","AffordabilityRestrictions","StartAffordabilityRestrictions"
500731,"Westchester Avenue Apartments",-73.89940397,40.82045667,"BBL 2-02696-0029;HPD Application 2008-015","886 Westchester Avenue;Westchester Avenue Apartments",NA,"878 WESTCHESTER AVENUE",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 87",2,83,1920,"WESTCHESTER 2 HOUSING","Rental","For Profit","Affordable",2008
500732,"The Beacon",-73.91304086,40.66998988,"BBL 3-03497-0051;BBL 3-03497-0065;HPD Application 2008-016;SHARS 20086001","445 Hopkinson Ave;54 Bristol Street;The Beacon",8029422,"445 HOPKINSON AVENUE;54 BRISTOL STREET",0,NA,"Brooklyn","BK16: Brownsville",41,"Brooklyn 904",4,168,2008,"MHANY BRISTOL HOUSING","Rental","For Profit","Affordable",2008
500738,"Veterans Residence",-73.8906035,40.86396594,"BBL 2-03282-0065;HPD Application 2008-022","Veterans Residence",18012,"",0,NA,"Bronx","BX07: Kingsbridge Heights/Bedford",15,"Bronx 405",1,56,2010,"355-359 EAST 194TH ST","Rental","Non-Profit","Affordable",2009
500740,"Knickerbocker Avenue Cluster",-73.93394321,40.69751184,"BBL 3-03170-0141;HPD Application 2008-024","11 Troutman Street;Knickerbocker Avenue Cluster",25160,"11 TROUTMAN STREET",0,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 389",1,3,1931,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500741,"Knickerbocker Avenue Cluster",-73.91850526,40.69991733,"BBL 3-03289-0014;HPD Application 2008-025","302 Harman Street;Knickerbocker Avenue Cluster",28759,"302 HARMAN STREET",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 431",1,5,1931,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500742,"Knickerbocker Avenue Cluster",-73.9287806,40.70273753,"BBL 3-03165-0008;HPD Application 2008-026","49 Wilson Avenue;Knickerbocker Avenue Cluster",20659,"49 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 427",1,5,1931,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2009
500743,"Knickerbocker Avenue Cluster",-73.92292081,40.69881973,"BBL 3-03256-0026;HPD Application 2008-027","202 Wilson Avenue;Knickerbocker Avenue Cluster",32329,"202 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 421",1,5,1931,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500744,"Knickerbocker Avenue Cluster",-73.90881201,40.69136836,"BBL 3-03412-0002;HPD Application 2008-028","565 Wilson Avenue;Knickerbocker Avenue Cluster",36641,"565 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 437",1,4,1905,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500745,"Knickerbocker Cluster",-73.90831551,40.69055551,"BBL 3-03417-0032;HPD Application 2008-029","572 Wilson Avenue;Knickerbocker Cluster",42754,"572 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 413",1,5,1912,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2009
500746,"Knickerbocker  Avenue  Cluster",-73.90771379,40.69020919,"BBL 3-03423-0043;HPD Application 2008-030","588 Wilson Street;Knickerbocker  Avenue  Cluster",39869,"588 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 413",1,5,1910,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500747,"Knickerbocker Avenue Cluster",-73.90744168,40.69400773,"BBL 3-03406-0052;HPD Application 2008-031","1241 Halsey Street;Knickerbocker Avenue Cluster",50323,"1241 HALSEY STREET",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 437",1,4,1906,"JC REAL ESTATE DEVELO","Rental","For Profit","Affordable",2008
500748,"West 146Th Street Cluster",-73.94191121,40.82391681,"BBL 1-02045-0127;HPD Application 2008-032","305 West 146th Street;West 146Th Street Cluster",46863,"305 WEST 146 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 231.02",1,10,1910,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2008
500749,"West 146Th Street Cluster",-73.93919211,40.8221533,"BBL 1-02031-0033;HPD Application 2008-033","2508-10 7th Avenue;West 146Th Street Cluster",222422,"2508 SEVENTH AVENUE",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 232",1,17,1920,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2009
500750,"West 146Th Street Cluster",-73.94292814,40.82201249,"BBL 1-02044-0013;HPD Application 2008-034","2703 8th Avenue;West 146Th Street Cluster",39546,"2703 EIGHTH AVENUE",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 227.02",1,8,1920,"WEST 146TH STREET L.P","Rental","For Profit","Affordable",2008
500753,"West 131St Street Cluster",-73.94031477,40.81924175,"BBL 1-02010-0064;HPD Application 2008-037","2423-25 7th Avenue;West 131St Street Cluster",528480,"2423 SEVENTH AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 230",1,11,1910,"MID-HARLEM APARTMENTS","Rental","For Profit","Affordable",2009
500754,"West 131St Street Cluster",-73.9452749,40.81533299,"BBL 1-01940-0019;HPD Application 2008-038","231 West 134th Street;West 131St Street Cluster",44505,"231 WEST 134 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 228",1,5,1920,"MID-HARLEM APARTMENTS","Rental","For Profit","Affordable",2009
500755,"West 131St Street Cluster",-73.94562082,40.81642555,"BBL 1-01941-0008;HPD Application 2008-039","241 West 135th Street;West 131St Street Cluster",255600,"241 WEST 135 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 228",1,10,1910,"MID-HARLEM APARTMENTS","Rental","For Profit","Affordable",2009
500758,"Montauk Ave Cluster",-73.8777828,40.66565951,"BBL 3-04339-0010;HPD Application 2008-042","942-46 Hegeman Avenue;Montauk Ave Cluster",129259,"944 HEGEMAN AVENUE",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1114",1,6,1930,"NANRAJ L.P.","Rental","For Profit","Affordable",2008
500759,"Montauk Ave Cluster",-73.8816908,40.66936904,"BBL 3-04066-0023;HPD Application 2008-043","644 Linwood Street;Montauk Ave Cluster",57548,"644 LINWOOD STREET",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1164",1,6,1925,"NANRAJ L.P.","Rental","For Profit","Affordable",2008
500760,"Montauk Ave Cluster",-73.87140585,40.67522633,"BBL 3-04233-0021;HPD Application 2008-044","2730 Pitkin Avenue;Montauk Ave Cluster",212310,"2730 PITKIN AVENUE",0,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1196",1,9,1925,"NANRAJ L.P.","Rental","For Profit","Affordable",2008
500763,"Promesa Apartments Limited Partnership",-73.91410604,40.8309808,"BBL 2-02372-0011;BBL 2-02400-0010;BBL 2-02434-0012;BBL 2-02439-0036;HPD Application 2008-047","Promesa Apartments Limited Partnership",1958292,"1134 COLLEGE AVENUE;1186 WASHINGTON AVENUE;1254 MORRIS AVENUE;366 EAST 154 STREET",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 175",4,66,1920,"PROMESA APARTMENTS LP","Rental","Non-Profit","Affordable",2009
500765,"Nep St. Nicholas Avenue Cluster",-73.94210102,40.83000467,"BBL 1-02068-0025;HPD Application 2008-049","871 St. Nicholas Avenue;Nep St. Nicholas Avenue Cluster",61732,"",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 235.01",1,4,1920,"WEST NICHOLAS ASSOCIA","Rental","For Profit","Affordable",2007
500766,"Nep St. Nicholas Avenue Cluster",-73.94212998,40.82995528,"BBL 1-02068-0024;HPD Application 2008-050","869 St. Nicholas Avenue;Nep St. Nicholas Avenue Cluster;St. Nicholas Avenue Cluster (869 St. Nicholas Ave.)",134186,"869 ST NICHOLAS AVENUE",2,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 235.01",2,4,1911,"WEST NICHOLAS ASSOCIA","Rental","For Profit","Affordable",2005
500767,"Nep St. Nicholas Avenue Cluster",-73.94343303,40.82736492,"BBL 1-02064-0039;HPD Application 2008-051","408-14 West 150th Street;Nep St. Nicholas Avenue Cluster",366030,"408 WEST 150 STREET",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 231.01",1,42,1920,"WEST NICHOLAS ASSOCIA","Rental","For Profit","Affordable",2006
500768,"West 132Nd Street Cluster",-73.94256539,40.81112951,"BBL 1-01728-0072;HPD Application 2008-052","412 Lenox Avenue;West 132Nd Street Cluster",113922,"412 LENOX AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 208",1,9,1900,"WEST 132ND STREET CLU","Rental","For Profit","Affordable",2008
500769,"West 132Nd Street Cluster",-73.94405561,40.81319153,"BBL 1-01917-0010;HPD Application 2008-053","153 West 132nd Street;West 132Nd Street Cluster",541710,"",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 226",1,20,1910,"WEST 132ND STREET CLU","Rental","For Profit","Affordable",2008
500770,"West 132Nd Street Cluster",-73.94263053,40.81100054,"BBL 1-01728-0003;HPD Application 2008-054","408 Lenox Avenue;West 132Nd Street Cluster",454500,"408 LENOX AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 208",1,9,1901,"WEST 132ND STREET CLU","Rental","For Profit","Affordable",2008
500771,"Nep St. Nicholas Avenue Cluster",-73.9391712,40.83712293,"BBL 1-02121-0052;BBL 1-02121-0053;HPD Application 2008-055","2094 Amsterdam Avenue;2096 Amsterdam Avenue;Nep St. Nicholas Avenue Cluster;St. Nicholas Avenue Cluster (2094-96 Amsterdam Ave.",660600,"2094 AMSTERDAM AVENUE;2096 AMSTERDAM AVENUE",0,NA,"Manhattan","MN12: Washington Heights/Inwood",10,"Manhattan 243.01",3,18,1900,"NEIGHBORHOOD PARTNERS","Rental","For Profit","Affordable",2005
500772,"West 111Th Street Cluster",-73.95640345,40.80208349,"BBL 1-01828-0060;HPD Application 2008-056","280 W 113 St;West 111Th Street Cluster",378000,"280 WEST 113 STREET",3,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,15,1910,"CATHEDRAL PARKWAY DEV","Rental","For Profit","Affordable",2006
500773,"Mother Gaston Cluster",-73.90689541,40.67976469,"BBL 3-01540-0024;HPD Application 2008-057","216 Hull Street;Mother Gaston Cluster",104886,"216 HULL STREET",0,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 369",1,8,1910,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2009
500774,"Mother Gaston Cluster",-73.9046713,40.67696869,"BBL 3-01574-0016;HPD Application 2008-058","1480 Herkimer Street;Mother Gaston Cluster",51495,"1480 HERKIMER STREET",0,NA,"Brooklyn","BK16: Brownsville",37,"Brooklyn 367",1,5,1920,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2009
500775,"Mother Gaston Cluster",-73.91339108,40.67789234,"BBL 3-01551-0038;HPD Application 2008-059","195 Hopkinson Avenue;Mother Gaston Cluster",72520,"195 HOPKINSON AVENUE",0,NA,"Brooklyn","BK16: Brownsville",41,"Brooklyn 301",1,8,1925,"NORTON REALTY MG CLUS","Rental","For Profit","Affordable",2009
500776,"""Stebbins-Prospect, Lp""",-73.90110735,40.82906282,"BBL 2-02662-0013;BBL 2-02662-0015;BBL 2-02680-0079;BBL 2-02962-0038;BBL 2-02970-0073;HPD Application 2008-060","Stebbins-Prospect, Lp",2152754,"1091 PROSPECT AVENUE;1279 REV JAMES POLITE AVENUE;1419 PROSPECT AVENUE;758 EAST 168 STREET;764 EAST 168 STREET",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 135",5,100,1907,"STEBBINS-PROSPECT LP","Rental","Non-Profit","Affordable",2009
500777,"West 149Th Street Nrp",-73.93830484,40.82438977,"BBL 1-02034-0041;BBL 1-02034-0053;BBL 1-02034-0060;HPD Application 2008-061","West 149Th Street Nrp",546133,"208 WEST 149 STREET;236 WEST 149 STREET;252 WEST 149 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 234",3,78,1940,"WEST 149 STREET APART","Rental","Non-Profit","Affordable",2009
500778,"Whga Unity Apartments",-73.94680285,40.81560269,"BBL 1-01905-0062;BBL 1-01918-0022;BBL 1-01939-0061;HPD Application 2008-062","264-68 West 134th Street;Whga Unity Apartments",952688,"121 WEST 133 STREET;168 WEST 121 STREET;264 WEST 134 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 226",3,23,1910,"WHGA UNITY APARTMENTS","Rental","Non-Profit","Affordable",2009
500780,"Cooper/Decatur Cluster",-73.90974788,40.68729037,"BBL 3-03428-0007;HPD Application 2008-066;HPD Application 2009-042","665 Evergreen Avenue;Cooper Street Cluster;Cooper/Decatur Cluster",61691,"665 EVERGREEN AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,5,1911,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2009
500781,"Cooper/Decatur Cluster",-73.90704193,40.68845474,"BBL 3-03435-0053;HPD Application 2008-069;HPD Application 2009-039","163 Cooper Street;Cooper Street Cluster;Cooper/Decatur Cluster",41355,"163 COOPER AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 411",1,6,1906,"COOPER & DECATUR LIMI","Rental","For Profit","Affordable",2009
500783,"""Surf Gardens, Brooklyn""",-73.99788704,40.57311533,"BBL 3-07049-0051;HPD Application 2008-073","Surf Gardens, Brooklyn",226701,"",0,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 342",1,77,2010,"SURF GARDENS HSG DEVE","Rental","Non-Profit","Affordable",2009
500784,"Whga Harriet Tubman Apartments",-73.93938572,40.81982589,"BBL 1-02011-0055;BBL 1-02011-0057;BBL 1-02011-0059;HPD Application 2008-074;SHARS 20060126","WEST 143RD STREET APARTMENTS;Whga Harriet Tubman Apartments",1628892,"142 WEST 143 STREET;148 WEST 143 STREET;152 WEST 143 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 232",3,53,1912,"WHGA HARRIET TUBMAN A","Rental","Non-Profit","Affordable",2009
500785,"Richard Wright Houses",-73.94530543,40.8221399,"BBL 1-02051-0029;BBL 1-02076-0021;HPD Application 2008-075","Richard Wright Houses",1009170,"",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 227.01",2,39,1939,"RICHARD WRIGHT HOUSES","Rental","Non-Profit","Affordable",2009
500786,"Eight Avenue Cluster",-73.95065096,40.80509213,"BBL 1-01904-0001;HPD Application 2008-077","1983 Seventh Avenue (ACP, Jr Blvd);Eight Avenue Cluster",347616,"159 WEST 119 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 220",1,9,1920,"GLORIA HOMES APTS. L.","Rental","For Profit","Affordable",2009
500787,"Eighth Avenue Cluster",-73.94581188,40.81694439,"BBL 1-01941-0061;HPD Application 2008-078","2550 Eighth Avenue (FD Blvd);Eighth Avenue Cluster",527027,"270 WEST 136 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 228",1,8,1910,"GLORIA HOMES APTS. L.","Rental","For Profit","Affordable",2009
500788,"Eighth Avenue Cluster",-73.9480678,40.81496649,"BBL 1-01958-0028;HPD Application 2008-079;HPD Application 2009-023","2471-73 Eighth Avenue (FD Blvd);Eighth Avenue Cluster",1394820,"",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 217.02",2,17,1901,"GLORIA HOMES APTS. L.","Rental","For Profit","Affordable",2010
500789,"Eighth Avenue Cluster",-73.9479159,40.81517502,"BBL 1-01958-0032;HPD Application 2008-080","2479 Eighth Avenue (FD Blvd);Eighth Avenue Cluster",335700,"",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 217.02",1,8,1901,"GLORIA HOMES APTS. L.","Rental","For Profit","Affordable",2009
500790,"Eighth Avenue Cluster",-73.95073312,40.80633553,"BBL 1-01926-0033;BBL 1-01926-0034;HPD Application 2008-081","2014-16 Seventh Avenue;Eighth Avenue Cluster",477685,"",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 220",1,14,1910,"NEIGHBORHOOD PART.  H","Rental","For Profit","Affordable",2009
500791,"West 132Nd Street Cluster",-73.93980206,40.81090578,"BBL 1-01729-0042;HPD Application 2008-082","8 West 132nd Street;West 132Nd Street Cluster",56964,"8 WEST 132 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 208",1,10,1910,"WEST 132ND STREET CLU","Rental","For Profit","Affordable",2008
500792,"Fort Washington Cluster",-73.93683446,40.80135531,"BBL 1-01786-0046;HPD Application 2008-083","208 East 122nd Street;Fort Washington Cluster",108484,"208 EAST 122 STREET",3,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 194",1,10,1910,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500793,"Fort Washington Cluster",-73.93676195,40.79783105,"BBL 1-01689-0004;HPD Application 2008-084","2288 2nd Avenue;Fort Washington Cluster",301140,"2288 SECOND AVENUE",5,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 188",1,8,1947,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500794,"Fort Washington Cluster",-73.93242661,40.79549832,"BBL 1-01715-0048;HPD Application 2008-085","318 Pleasant Avenue;Fort Washington Cluster",554670,"318 PLEASANT AVENUE",0,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 178",1,12,1920,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500795,"Fort Washington Cluster",-73.93167338,40.8502439,"BBL 1-02154-0190;HPD Application 2008-086","557 West 183rd Street;Fort Washington Cluster",69502,"557 WEST 183 STREET",0,NA,"Manhattan","MN12: Washington Heights/Inwood",10,"Manhattan 269",1,4,1900,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500796,"Fort Washington Cluster",-73.94351865,40.83291751,"BBL 1-02115-0051;HPD Application 2008-087","531-33 West 156th Street;Fort Washington Cluster",249210,"531 WEST 156 STREET",0,NA,"Manhattan","MN12: Washington Heights/Inwood",7,"Manhattan 241",1,15,1907,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500804,"St. Ann's Terrace",NA,NA,"BBL 2-02618-7501;HPD Application 2009-001","St. Ann's Terrace",NA,"788 ST ANNS AVENUE;812 ST ANNS AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",NA,"",2,314,2009,"","Rental","For Profit","Affordable",2009
500807,"Susan'S Court",-73.9549119,40.80713595,"BBL 1-01946-0018;HPD Application 2009-004","Manhattan Avenue;Susan'S Court",NA,"448 MANHATTAN AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 207.02",18,125,2007,"454 AFFORDABLE L.P.","Rental","For Profit","Affordable",2009
500820,"Poko Bronx Apartments Development",-73.90675187,40.81851684,"BBL 2-02646-0041;BBL 2-02647-0043;BBL 2-02647-0044;BBL 2-02786-0012;BBL 2-02786-0013;HPD Application 2009-019","Poko Bronx Apartments Development",45838,"1434 MORRIS AVENUE;720 EAST 161 STREET",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 77",5,37,2010,"JEMP OWNERS LLC","Rental","For Profit","Affordable",2010
500821,"Fort Washington Avenue Cluster",-73.95138259,40.78754817,"BBL 1-01625-0070;HPD Application 2009-020","1267 Park Avenue;Fort Washington Avenue Cluster",32032,"1267 PARK AVENUE",0,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 158.02",1,6,1900,"ETH NEP L.P.","Rental","For Profit","Affordable",2009
500822,"Intervale Ave Independent Senior Apartments",-73.89710365,40.8267318,"BBL 2-02692-0068;HPD Application 2009-021;HPD Application 2011-008","Intervale Ave Independent Senior Apartments",133020,"",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",2,47,2011,"1115 INTERVALE HOUSIN","Rental","Non-Profit","Affordable",2011
500823,"Eighth Avenue Cluster",-73.94547797,40.81881339,"BBL 1-02041-0045;HPD Application 2009-022","305 West 138th Street;Eighth Avenue Cluster",40990,"305 WEST 138 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 221.02",1,4,1959,"GLORIA HOMES APTS. L.","Rental","For Profit","Affordable",2009
500825,"97 Crooke Avenue",-73.96239677,40.65316643,"BBL 3-05059-0051;HPD Application 2009-024;SHARS 20090734","97 Crooke Avenue;98 CROOKE AVENUE",9792,"97 CROOKE AVENUE",0,NA,"Brooklyn","BK14: Flatbush/Midwood",40,"Brooklyn 508",1,53,2010,"CHV 97 CROOKE AVENUE","Rental","Non-Profit","Affordable",2010
500828,"True Colors Residence",-73.93713031,40.82847327,"BBL 1-02040-0005;BBL 1-02040-0006;HPD Application 2009-027;SHARS 20090735","True Colors Residence",119118,"269 WEST 154 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 236",3,31,2010,"TRUE COLORS RESIDENCE","Rental","Non-Profit","Affordable",2010
500829,"Muscoota Hope Llc",-73.9469309,40.79094418,"BBL 1-01614-0016;BBL 1-01614-0061;BBL 1-01632-0022;BBL 1-01632-0023;BBL 1-01632-0027;HPD Application 2009-028","Muscoota Hope Llc",1319362,"151 EAST 104 STREET;155 EAST 104 STREET;1622 MADISON AVENUE;163 EAST 104 STREET;20 EAST 109 STREET",0,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 166",5,63,1920,"MUSCOOTA HOPE HOUSING","Rental","Non-Profit","Affordable",2010
500830,"500 West 42Nd Street West Wing",-73.99609795,40.75959502,"BBL 1-01070-0034;HPD Application 2009-029","500 West 42Nd Street West Wing",1446010,"502 WEST 42 STREET",16,NA,"Manhattan","MN04: Clinton/Chelsea",3,"Manhattan 117",2,66,2011,"CLINTON HOUSING WEST","Rental","Non-Profit","Affordable",2006
500831,"Via Verde",-73.91297134,40.81719875,"BBL 2-02359-0003;HPD Application 2009-030;SHARS 20086038","Via Verde",2953800,"527 REAR WESTCHESTER AVENUE;527 WESTCHESTER AVENUE",0,NA,"Bronx","BX01: Mott Haven/Melrose",17,"Bronx 71",2,151,1930,"DEPT OF GENERAL SERVI","Rental","Non-Profit","Affordable",2010
500832,"Courtlandt Community",NA,NA,"BBL 2-02409-0096;HPD Application 2009-031;SHARS 20100321","Courtlandt Community",336600,"927 COURTLANDT AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"",1,77,2011,"COURTLANDT COMMUNITY","Rental","Non-Profit","Affordable",2010
500833,"West 132Nd Street Cluster",-73.94510758,40.81232196,"BBL 1-01915-0059;BBL 1-01915-0061;HPD Application 2009-032","156 West 131st Street;158 West 131st Street;West 132Nd Street Cluster",646778,"156 WEST 131 STREET;158 WEST 131 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 226",2,28,1920,"WEST 132ND STREET CLU","Rental","For Profit","Affordable",2010
